budote,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_the_Americas,"➊ is America, the Americas (union of the North American and South American continents).",,, ,,,,,,
satuwu,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_Australia,➊ is Australia.,,, ,,,,,,
jeweno,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_Eurasia,➊ is Eurasia.,,, ,,,,,,
tomusu,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_South_America,➊ is South America.,,, ,,,,,,
qavobu,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,,➊ is the North American continent (including Meso-America).,,, ,,,,,,
becuca,,,2,x 1,✓,,,,basic,,,,,,,,,,,,,, ,,,➊ has the property opposite to property ➋.,,, ,,,,,,
wiyeru,,,2,,✓,,,,basic,,,,,,,,,,,,,, ,,,➊ is a Davidsonian event instantiating proposition ➋.,,, ,,,,,,
wogika,,,2,,✓,,,,basic,,,,,,,,,,,,,, ,,,"➊ is a concrete spatiotemporal entity, a chunk of spacetime, instantiating, reifying abstract proposition ➋.",,, ,,,,,,
jukivu,,,1,,✓,,,,basic,,,,,,,,,,,,,, ,,is_a_thingamajig,➊ is a thingamajig (a thing which the speaker doesn't know how to name or describe).,,, ,,,,,,
fukepa,a,,2,,✗,,,,basic,,,,,,,,,,,,,, ,,,"➊ is a type, a kind of ➋.",,, ,,,,,,
gavuyu,,,2,x 1,✓,c,,,basic,,,,,,,,,,,,,, ,,,➊ is named after property ➋.,,, ,,,,,,
ciceqe,,,3,,,,,,basic,,,,,,,,,ciceqe,,,,, ,,,➊ is similar to ➋ (not necessarily visually) in what it is in relation ➌ with.,,, ,,,,,,
nepuqa,b,,2,,,,,,basic,,,,,,,,,nepuqa,,,,, ,,,➊ is similar to ➋ (not necessarily visually).,,, ,,,,,,
vaqolu,,,1,,,,,,basic,,,,,,,,,,,,,, ,,,➊ is the case I accordance to your probable expectation.,,,,,,,,,
cozire,,,1,,,,,,basic,,,,,,,,,,,,,, ,,,➊ is the case contrarily to your probable expectation.,,, ,,,,,,
ruguhu,,,2,,,,,,basic,,,,,,,,,,,,,, ,,,"➊ is the subject of proposition ➋, what it is about.",,, ,,,,,,
buwiqo,,,2,ℝ 0,,,,,basic amount,,,,,,,,,,,𝜆➊ 𝜆➋ ∃α α ➊ ∧ bidupo α ➋,,, ,,,"➊ is the amount, extent to which ➋ is the case.",,, ,,,,,,
hewuye,a,,1,0,,,,,basic metaphor,,,,,,,,,,,,,, ,,,"something similar, comparable, analogical to proposition ➊ is the case, that proposition being a metaphorical description for it.",,, ,,,,,,
zeweke,,,3,,,,,,basic metaphor,,,,,,,,,,,,,, ,,,"➊ and ➋ are in a relation similar, comparable, analogical to relation ➌.",,,,,,,,,
tiheya,,,2,,,,,,basic metaphor,,,,,,,,,,,,,, ,,,"➊ has a property similar, comparable, analogical to property ➋.",,,,,,,,,
lowaza,b,,2,x 1,,,,,basic presuppositional,,,,,,,,,,,,,, ,,,even ➊ has property ➋ (presupposition: in addition to you know which other things; I expect you to find it less likely for the former to have that property than these other things).,,, ,,,,,,
qidosu,,,1,0,,,,,basic presuppositional,,,,,,,,,,,,,, ,,,even ➊ is the case (presupposition: in addition to you know which other things; I expect you to find it less likely for the former to be the case than these other things).,,, ,,,,,,
yohecu,,,2,x 1,✓,,,,basic presuppositional,,,,,,,,,,,,,, ,,,➊ also has property ➋ (presupposition: in addition to you know which other things).,,, ,,,,,,
zotiwe,,,1,0,✓,,,,basic presuppositional,,,,,,,,,,,,,, ,,,➊ is also the case (presupposition: in addition to you know which other things).,,, ,,,,,,
togilu,,,2,,,,,,basic presuppositional,,,,,,,,,,,,,, ,,,"➊ is an answer to the question of what has property ➋, which I assume is newsworthy and useful to you.",,,,,,,,,
tebadi,,,1,,,,,,basic subjective,,,,,,,,,,,,,, ,,,➊ seems to be the case to the evaluator in 🅲.,,, ,,,,,,
zogido,,,2,,,,,,basic subjective,,,,,,,,,,,,,,,,,➊ seems to have property ➋ to the evaluator in 🅲.,,,,,,,,,
pucuqi,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ and ➋ are in mereological overlap.,,, ,,,,,,
muyeto,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ and ➋ are in mereological underlap.,,, ,,,,,,
deludo,,,2,,,d d,,,mereology,,,dibere,,,,,,,,,,, ,,has_proper_part,➊ has proper part ➋.,,, ,,,,,,
kesiga,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ is a proper spatiotemporal part of ➋.,,, ,,,,,,
cutuwa,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ is an aggregate of things having property ➋.,,, ,,,,,,
lohiqo,a,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,"➊ is an aggregate of things, and these things collectively satisfy the property ➋.",,, ,,,,,,
zeluwi,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,"➊ is an aggregate, a mereological fusion, a mereological sum of ➋.",,, ,,,,,,
tegoko,a,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,"➊ is an element, a member of group, aggregate ➋.",,, ,,,,,,
cideci,a,,2,s s,,,,,mereology,,,,,,,,,,,,,, ,,,➊ is an improper spatiotemporal part of ➋.,,, ,,,,,,
dibere,,,2,s s,,,,,mereology basic,,,cutuwa,,,,,,,,,,, ,,,"➊ has improper part ➋, i.e. either a proper part or the whole of the former.",,, ,,,,,,
rocasu,,,1,,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is a tool in 🅲.,,,,,,,,,
dobupi,,,1,0,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is true under context 🅲 with contextual timespan extended to the past.,,,,,,,,,
bawogi,,,1,0,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is true under context 🅲 without limiting contextual timespan.,,,,,,,,,
miruwa,,,1,x,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is 🅲 ⸨the inherited context variable⸩.,,, ,,,,,,
kahadi,,,2,,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is 🅲 ⸨the inherited context variable⸩ with its focused timespan changed to something with property ➋.,,,,,,,,,
wukiga,,,2,,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ maps to ➋ in 🅲’s associative array.,,,,,,,,,
bumizi,,,1,s,,s,,,worlds,,,,,,,,,,,,,, ,,is_the_real_world,➊ is the real world.,,, ,,,,,,
hisabo,,,1,s,,s,,,worlds,,,,,,,,,,,,,, ,,,➊ is the universe.,,, ,,,,,,
qunaju,,,1,,,,,,modality,,,,,,,,,,,,,, ,,,➊ is arguably the case.,,, ,,,,,,
fegayo,,,1,,,,,,modality,,,,,,,,,,,,,, ,,,"➊ is clearly, indisputably the case.",,, ,,,,,,
jutoki,,,1,,,,,,modality,,,,,,,,,,,𝜆➊ ∃➋ nopifa ➊ ➋ ∧ ➋ > 0.5,,, ,,is_probable,"➊ is likely, probable.",,, ,,,,,,
pegopu,,,2,,,,,,modality,,,,,,,,,,,,,, ,,,➊ is ➋able; it is possible to be in binary relation ➋ with ➊.,,, ,,,,,,
zivume,,,2,,,,,,modality,,,,,,,,,,,,,, ,,,"➊ must, has the duty of satisfy property ➋.",,, ,,,,,,
kolebi,,,2,,,,,,modality,,,,,,,,,,,,,, ,,,"➊ should satisfy property ➋, it would be more beneficial for the former to satisfy it than not.",,, ,,,,,,
qomuzo,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is a patient undergoing change in proposition ➋.,,, ,,,,,,
lifolo,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is a stimulus in proposition ➋.,,, ,,,,,,
kerofu,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an agent in proposition ➋.,,, ,,,,,,
tugavu,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an agent-patient in proposition ➋.,,, ,,,,,,
majuya,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an experiencer in proposition ➋.,,, ,,,,,,
nebaho,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an intended recipient in proposition ➋.,,, ,,,,,,
feregi,,,2,x 2,,c d,,,logic,,,,,,,,,,,𝜆➊ 𝜆r ∀α r α ➊,,, ,,,"Everything is, with ➊, in relation ➋.",,, ,,,,,,
yavere,,,2,1 1,,,,,logic,,,,,,,,,,,,,, ,,,Having property ➊ entails having property ➋.,,, ,,,,,,
kavuqo,,,3,𝕃 ℙ ℙ,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ bubeyi ➋ ➊ ⇒ bubeyi ➌ ➊,,, ,,,If argument list ➊ is true of predicate ➋ then it is also true of predicate ➌.,,, ,,,,,,
berogo,,,3,0 0,,,,,logic,,,,,,,,,,,,,, ,,,"If ➊ is the case then ➋ is the case, else ➌ is the case.",,, ,,,,,,
rivaqo,,,2,x 2,,c d,,,logic,,,,,,,,,,,𝜆➊ 𝜆r ∄➋ r ➋ ➊,,, ,,,"Nothing is, with ➊, in relation ➋.",,, ,,,,,,
hawoha,,,2,0 1,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ tunabe ➊ ∧ lanoha ➊ ➋ ‖ 𝜆➊ 𝜆➋ ∃α [➋ α ∧ [➊ ⟛ ➋ α]],,, ,,,Proposition ➊ is an answer to what satisfies property ➋.,,, ,,,,,,
qewewa,,,2,0 1,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ ∃α ➊ = [∀β β ≼ α ⇒ β] ∧ hapawe α [𝜆γ hawoha γ ➋],,, ,,,Proposition ➊ is the answer to what satisfies property ➋ (indicating all the things which satisfy it).,,, ,,,,,,
qewiga,,,2,0 1,,,,,logic,,,,,,,,,,,,,, ,,,"Proposition ➊ is the answer to what satisfies property ➋ (indicating all the things which satisfy it, as well as the fact that nothing else satisfy it).",,,,,,,,,
lanoha,,,2,0 1,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ ∃α [➊ ⟛ ➋ α],,, ,,,Something is such that ➊ is a proposition stating that that thing has property ➋.,,,,,,,,,
yirazi,,,2,x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆r ∃➋ r ➋ ➊,,, ,,,"Something is, with ➊, in relation ➋.",,, ,,,,,,
guhoko,,,3,,,,,,logic,,,,,,,,,,,,,, ,,,"The proposition ""what satisfies the predicate ➊"" is such that ➋ is in relation ➌ with that proposition. More precisely: considering the predicate ➊, the thing ➋ and the relation ➌: for all X, the proposition that X is an argument structure which satisfies the predicate is true iff the thing is in that relation with the proposition, and furthermore.",,, ,,,,,,
havodo,,,2,,,,,,logic,,,,,,,,,,,,,, ,,,"The proposition ""what satisfies the predicate ➊"" satisfies the property ➋. More precisely: considering the predicate ➊ and the property ➋, for all X, the proposition that X is an argument structure which satisfies the predicate is true iff it satisfies the property.",,, ,,,,,,
ribizi,,,2,,,,,,logic,,,,,,,,,,,,,, ,,,"The proposition ""what satisfies the property ➊"" satisfies the property ➋. In other words: considering the two properties ➊ and ➋, for all X, the proposition that X satisfies the first property is true iff it satisfies the second property, and furthermore, the proposition that X does not satisfy the first property is false iff it doesn't satisfy the second property.",,, ,,,,,,
mozako,,,2,0 0,,,,,logic,,,,,,,,,,,,,, ,,,What satisfies the property ➊ depends on what satisfies the property ➋.,,, ,,,,,,
jecudi,,,1,,,,,,logic,,,,,,,,,,,,,, ,,,all propositions among ➊ are true.,,,,,,,,,
kowasu,,,2,,,,,,logic,,,,,,,,,,,,,, ,,,all twosomes among ➊ have property ➋.,,,,,,,,,
nawulu,,,3,,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∀α α ≼ ➊ ⇒ [α ≼ ➋ ∨ α ≼ ➌],,, ,,,among ➊ there's ➋ and ➌ and nothing else.,,,,,,,,,
tacono,,,2,,,,,,logic,,,,,,,,,,,,,, ,,,"among ➊, exactly ➋ (number) propositions are true.",,,,,,,,,
yimavi,,,1,,,,,,logic,,,,,,,,,,,,,, ,,,exactly one proposition among ➊ is true.,,,,,,,,,
jubowa,,,2,x x,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ ∄α α ≼ ➊ ∧ α ≼ ➋,,, ,,,nothing is both among ➊ and among ➋.,,, ,,,,,,
numato,,,2,x 0,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ [➊ ⇒ ➋ = ⊤] ∧ [¬➊ ⇒ ➋ = ⊥],,, ,,has_truth_value,proposition ➊ has truth value ➋.,,, ,,,,,,
kuqeyi,,,2,x x,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ ∃α α ≼ ➊ ∧ α ≼ ➋,,, ,,,something is both among ➊ and among ➋.,,, ,,,,,,
lunulo,,,3,2 2 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∀α ∀β ➊ α β ⇔ [∃γ ➋ α γ ∧ ➌ γ β],,, ,,,the binary relation ➊ is the composition of binary relation ➋ with binary relation ➌.,,, ,,,,,,
qudago,,,2,1⟨🄼⟩ ℙ,,,,,logic,,,,,,,,,,,,,, ,,,"the predicates ➊ (let it be called P) and ➋ (let id be called Q) are such that P is unary and requires a sequence (ordered set) argument, Q is a predicate with key-indexed arguments, and for any associative array A, P(A) is equivalent to Q being true of the unpacked key-indexed argument structure represented by A (for example, if Q is a binary relation, then P({α → x, β → y}) is true iff Q(α → x, β → y)).",,, ,,,,,,
yeqoqe,,,2,1⟨🄻⟩ ℙ,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ wokifa ➊ ∧ ∀α [[➊ α → zemani α] ∧ [➊ α ⇔ bubeyi ➋ α]],,, ,,,"the predicates ➊ (let it be called P) and ➋ (let id be called Q) are such that P is unary and requires a sequence (ordered set) argument, and for any sequence S, P(S) is equivalent to Q being true of the unpacked argument structure represented by S (for example, if Q is a binary relation, then P([x, y]) is true iff Q(x, y)).",,, ,,,,,,
jopuho,,,2,0 0,,,,,logic,,,,,,,,,,,,,, ,,,whether ➊ is the case depends on whether ➋ is the case.,,, ,,,,,,
kupaco,,,0,,,∅,,,logic,,,,,,,,,,,⚙ ∀➊ bubeyi _ ➊,,, ,,,⚙ n-ary tautological predicate.,,, ,,,,,,
witazi,,,0,∅,,∅,∅,,logic,,,,,,,,,,,∃➊ ➊ ≠ ➊,,, ,⊥ ,,⚙ {{contradictory nullary predicate}},,, ,,,,,,
wugeki,?,,0,∅,,∅,∅,,logic,,,,,,,,,,,∃➊ ➊ = ➊,,, ,⊤ ,,⚙ {{tautological nullary predicate}},,, ,,,,,,
zalego,,,0,,,,,,logic,,,,,,,,,,,,,, ,⫩,,⚙ {{unknown truth value nullary predicate}},,, ,,,,,,
denoce,,,2,,,,,,logic,,,,bubeyi,,,,,,,𝜆➊ 𝜆➋ ∃α yeqoqe α ➊ ∧ ¬α ➋,,, ,,,➊ (predicate) is false of the argument structure ➋ (sequence of arguments).,,, ,,,,,,
bubeyi,,,2,,,,,,logic,,,,denoce,,,,,,,𝜆➊ 𝜆➋ ∃α yeqoqe α ➊ ∧ α ➋,,, ,,,➊ (predicate) is true of the argument structure ➋ (sequence of arguments).,,, ,,,,,,
tugeno,,,3,,,,,,logic,,,,,,,,,,,,,, ,,,➊ and ➋ are different only in what they are in relation ➌ with.,,, ,,,,,,
qotamo,,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ➌ ➊ ➋ ∨ ➌ ➋ ➊,,, ,,,➊ and ➋ are either in relation ➌ or are such that the latter is in that relation with the former.,,, ,,,,,,
padita,,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ¬∀α ➌ ➊ α ⇔ ➌ ➋ α,,, ,,,➊ and ➋ are in relation ➌ with different things.,,, ,,,,,,
pocota,,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ➌ ➊ ➋ ∧ ➌ ➋ ➊,,, ,,,➊ and ➋ are in relation ➌ with each other.,,, ,,,,,,
geyuci,,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ∀α ➌ ➊ α ⇔ ➌ ➋ α,,, ,,,➊ and ➋ are in relation ➌ with the same things.,,, ,,,,,,
nikatu,,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ➌ ➊ ➋,,, ,,,➊ and ➋ are in relation ➌.,,, ,,,,,,
favuwo,a,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ [∀α α ≼ ➊ ⇒ ∃β β ≼ ➋ ∧ ➌ β α] ∧ [∀α α ≼ ➋ ⇒ ∃β β ≼ ➊ ∧ ➌ α β],,, ,,,"➊ and ➋ are such that each of the former is such that some of the latter is in relation ➌ with it, and each of the latter is in that relation with some of the former.",,, ,,,,,,
qayeri,,,3,x x 2,,,,,logic,,,,,,,,,,,,,, ,,,"➊ and ➋ are such that each one of the formers is in relation ➌ with exactly one of the latters, and each one of the latters is such that exactly one of the formers is in that relation with it.",,, ,,,,,,
qayowu,,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ [∀α α ≼ ➊ ⇒ ∃β β ≼ ➋ ∧ ➌ α β] ∧ [∀α α ≼ ➋ ⇒ ∃β β ≼ ➊ ∧ ➌ β α],,, ,,,"➊ and ➋ are such that everything among the formers is in relation ➌ with some of the latters, and everything among the latters is such that some of the formers is in that relation with it.",,, ,,,,,,
wiliye,,,3,x x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ➌ ➋ ➊,,, ,,,➊ and ➋ are such that the latter is in relation ➌ with the former.,,, ,,,,,,
pihiru,,,3,,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ¬➌ ➊ ➋,,, ,,,➊ and ➋ aren't in relation ➌.,,, ,,,,,,
bufupe,,,3,,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ 𝜆➌ ➌ ➊ ∧ ➌ ➋,,, ,,,➊ and ➋ both satisfy property ➌.,,, ,,,,,,
hepusa,,,2,,,,,,logic,,,,,,,,,,,λ➊ λP ∀➋ P ➋ ⟹ ➋ = ➊,,, ,,,"➊ are all things, i.e. the only things, that individually have property ➋.",,,,,,,,,
josuma,,,2,x 2,,,,,logic,,,,,,,,,,,𝜆➊ 𝜆➋ ∀α ∀β [α ≠ β ∧ α ≼ ➊ ∧ β ≼ ➊] ⇒ [➋ α β ∧ ➋ β α],,, ,,,"➊ are exhaustively in relation ➋ with each other; for all pairs from the former, the relation holds.",,, ,,,,,,
tafere,,,2,,,,,,logic,,,,,,,,,,,,,, ,,,➊ are in relation ➋ with different things.,,,,,,,,,
tukuye,,,2,x 2,,,,,logic,,,,,,,,,,,,,,,,,"➊ are in relation ➋ with each other chainwise: one is in the relation with another one, which is also in that relation with yet another one and so on, forming a finite chain.",,,,,,,,,
