rofita,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is a LISP programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vusivu,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the APL programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ricuwo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the BQN programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dedora,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Bash programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zawuza,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the C programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sazefo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the C# programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yayido,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the C++ programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuqiso,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Clojure programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziqaqi,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Common Lisp programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hesiti,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Dart programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qunubu,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the F# programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medefa,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Fortran programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koname,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Go programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tujujo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the HTML markup language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vatuno,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Haskell programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kegiva,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Idris programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kobato,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Java programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ziwejo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Javascript programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homayu,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Julia programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruhuje,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Kotlin programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wizawi,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Lua programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wahuga,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,,,,,➊ is the Mercury programming language.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sowote,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Nim programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qikuge,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Objective-C programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fogejo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the PHP programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ribajo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Pascal programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kicofe,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Perl programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ticufo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Prolog programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duruge,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Python programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vajafo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the R programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luyeyo,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Ruby programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
damapu,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Rust programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kerahe,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the SQL programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zidaju,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Scala programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yiqizi,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Scheme programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ponege,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Swift programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lifina,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the TypeScript programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zawabu,,,1,a,,,,,contextual_constant abstract_temporal_entity programming_language,,,,,,,,,,,,,, ,,,➊ is the Zig programming language.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiwoye,,,1,s,,s,,,contextual_constant geographic_entity,,,,,,,,,,,,,, ,,is_Asia,➊ is Asia.,,, ,,,,,,,Asia ∈Name·,,,,,,l’asie ∈DP·,,,,,,,,,,,,,,Asya ∈Name·,,,,,,,Asıa₁ ∈predicate,,,,
yosega,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_Africa,➊ is Africa.,,, ,,,,,,,,,,,,,l’afrique ∈DP·,,,,,,,,,,,,,,Afrika ∈Name·,,,,,,,,,,,
budote,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_the_Americas,"➊ is America, the Americas (union of the North American and South American continents).",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amerıka₁ ∈predicate,,,,
satuwu,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_Australia,➊ is Australia.,,, ,,,,,,,Australia ∈Name·,,,,,,l’australie ∈DP·,,,,,,,,,,,,,,Avusturalya ∈Name·,,,,,,,Oseılıa₁; Saralıa₁ ∈predicate,,,,
jeweno,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_Eurasia,➊ is Eurasia.,,, ,,,,,,,Eurasia ∈Name·,,,,,,l’eurasie ∈DP·,,,,,,,,,,,,,,Avrasya ∈Name·,,,,,,,,,,,
tomusu,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,is_South_America,➊ is South America.,,, ,,,,,,,South America ∈Name·,,,,,,l’amérique du sud ∈DP·,,,,,,,,,,,,,,,,,,,,,Namıamerıka₁,,,,
qavobu,,,1,s,,s,,,contextual_constant geographic_entity continent,,,,,,,,,,,,,, ,,,➊ is the North American continent (including Meso-America).,,, ,,,,,,,North America ∈Name·,,,,,,l’amérique du nord ∈DP·,,,,,,,,,,,,,,,,,,,,,Beroamerıka₁,,,,
becuca,,,2,x 1,✓,,,,basic,,,,,,,,,,,,,, ,,,➊ has the property opposite to property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to'e ∈PRT·,,to'e ∈PRT·,gıq₁ ∈predicate,,,,
wiyeru,,,2,,✓,,,,basic,,,,,,,,,,,,,, ,,,➊ is a Davidsonian event instantiating proposition ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wogika,,,2,,✓,,,,basic,,,,,,,,,,,,,, ,,,"➊ is a concrete spatiotemporal entity, a chunk of spacetime, instantiating, reifying abstract proposition ➋.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nundumu ∈VT·,,nundumu ∈VT·,guo₁ ∈predicate,,,ski ∈VT_P0·,
jukivu,,,1,,✓,,,,basic,,,,,,,,,,,,,, ,,is_a_thingamajig,➊ is a thingamajig (a thing which the speaker doesn't know how to name or describe).,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comco’e ∈VI·,,comco'e ∈VI·,haohao₁,,,,
fukepa,a,,2,,✗,,,,basic,,,,,,,,,,,,,, ,,,"➊ is a type, a kind of ➋.",,, ,,,,,,,be₃ ∈COP·; kind ∈N·of; type ∈N·of,,,,,,,,,,,,,,,,,,,,,,,,klesi ∈VT·,,klesi ∈VT·,rıoq₁ ∈predicate,,,,
gavuyu,,,2,x 1,✓,c,,,basic,,,,,,,,,,,,,, ,,,➊ is named after property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ıqmı₁,,,za ∈PRT·,
ciceqe,,,3,,,,,,basic,,,,,,,,,ciceqe,,,,, ,,,➊ is similar to ➋ (not necessarily visually) in what it is in relation ➌ with.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.imsa ∈VT·,,.imsa ∈VT·,,,,,
nepuqa,b,,2,,,,,,basic,,,,,,,,,nepuqa,,,,, ,,,➊ is similar to ➋ (not necessarily visually).,,, ,,,,,,,similar ∈AN·to,,,,,,similaire ∈AN·à,,,,,,,,,,,,,,,,,,,,,sıu₁ ∈predicate,,,,
vaqolu,,,1,,,,,,basic,,,,,,,,,,,,,, ,,,➊ is the case I accordance to your probable expectation.,,,,,,,,,,indeed ∈AV·,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cozire,,,1,,,,,,basic,,,,,,,,,,,,,, ,,,➊ is the case contrarily to your probable expectation.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aımu₁ ∈polarity; keona₁,,,,
ruguhu,,,2,,,,,,basic,,,,,,,,,,,,,, ,,,"➊ is the subject of proposition ➋, what it is about.",,, ,,,,,,,about ∈P·,,,,,,à propos de ∈P·,,,,,,,,,,,,,,,,,,,,,,,,,
buwiqo,,,2,ℝ 0,,,,,basic amount,,,,,,,,,,,𝜆➊ 𝜆➋ ∃α α ➊ ∧ bidupo α ➋,,, ,,,"➊ is the amount, extent to which ➋ is the case.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ni ∈PRT·; nildumu ∈VT·,,ni ∈PRT·; nildumu ∈VT·,"ne₁ ∈predicate; nhe₁ ∈predicate [DO,S]",,,,
hewuye,a,,1,0,,,,,basic metaphor,,,,,,,,,,,,,, ,,,"something similar, comparable, analogical to proposition ➊ is the case, that proposition being a metaphorical description for it.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sıujuna₁,,,,
zeweke,,,3,,,,,,basic metaphor,,,,,,,,,,,,,, ,,,"➊ and ➋ are in a relation similar, comparable, analogical to relation ➌.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiheya,,,2,,,,,,basic metaphor,,,,,,,,,,,,,, ,,,"➊ has a property similar, comparable, analogical to property ➋.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soli ∈VT_P1·,čʼ•
lowaza,b,,2,x 1,,,,,basic presuppositional,,,,,,,,,,,,,, ,,,even ➊ has property ➋ (presupposition: in addition to you know which other things; I expect you to find it less likely for the former to have that property than these other things).,,, ,,,,,,,even ∈FOC·,,,,,,même ∈FOC·,,,,,,,,,,,,,,,,,,,,,júaq₁ ∈focus particle,,,,
qidosu,,,1,0,,,,,basic presuppositional,,,,,,,,,,,,,, ,,,even ➊ is the case (presupposition: in addition to you know which other things; I expect you to find it less likely for the former to be the case than these other things).,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yohecu,,,2,x 1,✓,,,,basic presuppositional,,,,,,,,,,,,,, ,,,➊ also has property ➋ (presupposition: in addition to you know which other things).,,, ,,,,,,,also ∈FOC·; too ∈FOC·,,,,,,aussi ∈FOC·,,,,,,,,,,,,も ∈PRT·,,,,,,,,,máo₁ ∈focus particle,,,,
zotiwe,,,1,0,✓,,,,basic presuppositional,,,,,,,,,,,,,, ,,,➊ is also the case (presupposition: in addition to you know which other things).,,, ,,,,,,,additionally ∈AV·,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
togilu,,,2,,,,,,basic presuppositional,,,,,,,,,,,,,, ,,,"➊ is an answer to the question of what has property ➋, which I assume is newsworthy and useful to you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kuıq₁,,,,wíl
tebadi,,,1,,,,,,basic subjective,,,,,,,,,,,,,, ,,,➊ seems to be the case to the evaluator in 🅲.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,du₁ ∈predicate,,,,
zogido,,,2,,,,,,basic subjective,,,,,,,,,,,,,,,,,➊ seems to have property ➋ to the evaluator in 🅲.,,,,,,,,,,seem ∈V·to+INF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pucuqi,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ and ➋ are in mereological overlap.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muyeto,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ and ➋ are in mereological underlap.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deludo,,,2,,,d d,,,mereology,,,dibere,,,,,,,,,,, ,,has_proper_part,➊ has proper part ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cnue ∈VT·  21,
kesiga,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ is a proper spatiotemporal part of ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cutuwa,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,➊ is an aggregate of things having property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same₁,,,,
lohiqo,a,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,"➊ is an aggregate of things, and these things collectively satisfy the property ➋.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lıme₁,,,,
zeluwi,,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,"➊ is an aggregate, a mereological fusion, a mereological sum of ➋.",,, ,,,,,,,aggregate ∈N·of; fusion ∈N·of; group ∈N·of; sum ∈N·of,,,,,,groupe ∈N·M·de,,,,,,,,,,,,,,,,,,.unma ∈VT·; gunma ∈VT·,,.unma ∈VT·; gunma ∈VT·,me₁ ∈predicate,,,,
tegoko,a,,2,,,,,,mereology,,,,,,,,,,,,,, ,,,"➊ is an element, a member of group, aggregate ➋.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mepaq₁,,,,
cideci,a,,2,s s,,,,,mereology,,,,,,,,,,,,,, ,,,➊ is an improper spatiotemporal part of ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dibere,,,2,s s,,,,,mereology basic,,,cutuwa,,,,,,,,,,, ,,,"➊ has improper part ➋, i.e. either a proper part or the whole of the former.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pagbu ∈VT·,,pagbu ∈VT·,"paq₁ ∈predicate [DO,S]; paqbo₁; paqgo₁",,,,pí
rocasu,,,1,,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is a tool in 🅲.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zolin ∈VI·,
dobupi,,,1,0,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is true under context 🅲 with contextual timespan extended to the past.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bawogi,,,1,0,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is true under context 🅲 without limiting contextual timespan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miruwa,,,1,x,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is 🅲 ⸨the inherited context variable⸩.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mue ∈VI·,
kahadi,,,2,,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ is 🅲 ⸨the inherited context variable⸩ with its focused timespan changed to something with property ➋.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en an skun sai ∈VT·,
wukiga,,,2,,,,,,context_handling,,,,,,,,,,,,,, ,,,➊ maps to ➋ in 🅲’s associative array.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kagvehe ∈VT·  21,
bumizi,,,1,s,,s,,,worlds,,,,,,,,,,,,,, ,,is_the_real_world,➊ is the real world.,,, ,,,,,,,the real world ∈DP·,,,,,,le monde réel ∈DP·,,,,,,,,,,,,,,,,,,,,,nıjıaq₁,,,,
hisabo,,,1,s,,s,,,worlds,,,,,,,,,,,,,, ,,,➊ is the universe.,,, ,,,,,,,the universe ∈DP·,,,,,,l’univers ∈DP·,,,,,,,,,,,,,,,,,,,,,jıaqtu₁ ∈predicate,,,,
qunaju,,,1,,,,,,modality,,,,,,,,,,,,,, ,,,➊ is arguably the case.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fegayo,,,1,,,,,,modality,,,,,,,,,,,,,, ,,,"➊ is clearly, indisputably the case.",,, ,,,,,,,indisputable ∈AN·,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jutoki,,,1,,,,,,modality,,,,,,,,,,,𝜆➊ ∃➋ nopifa ➊ ➋ ∧ ➋ > 0.5,,, ,,is_probable,"➊ is likely, probable.",,, ,,,,,,,likely ∈AN·; probable ∈AN·,,,,,,probable ∈AN·,,,,,,,,,,,,,,,,,,,,,le₁ ∈predicate,,,,
pegopu,,,2,,,,,,modality,,,,,,,,,,,,,, ,,,➊ is ➋able; it is possible to be in binary relation ➋ with ➊.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zivume,,,2,,,,,,modality,,,,,,,,,,,,,, ,,,"➊ must, has the duty of satisfy property ➋.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,duaı₁ ∈predicate,,,,
kolebi,,,2,,,,,,modality,,,,,,,,,,,,,, ,,,"➊ should satisfy property ➋, it would be more beneficial for the former to satisfy it than not.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juoq₁ ∈predicate,,,,
qomuzo,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is a patient undergoing change in proposition ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beocha₁ [DO,S]",,,,
lifolo,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is a stimulus in proposition ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gecha₁ [DO,S]",,,,
kerofu,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an agent in proposition ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"toıcha₁ [DO,S]",,,,
tugavu,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an agent-patient in proposition ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"taocha₁ [DO,S]",,,,
majuya,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an experiencer in proposition ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lıecha₁ [DO,S]",,,,
nebaho,,,2,,,,,,thematic_role,,,,,,,,,,,,,, ,,,➊ is an intended recipient in proposition ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"juqcha₁ [DO,S]",,,,
feregi,,,2,x 2,,c d,,,logic,,,,,,,,,,,𝜆➊ 𝜆r ∀α r α ➊,,, ,,,"Everything is, with ➊, in relation ➋.",,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yavere,,,2,1 1,,,,,logic,,,,,,,,,,,,,, ,,,Having property ➊ entails having property ➋.,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lıheq₁,,,,-wéʼ
